participant_id,episode_index,episode_phase,task,human_count,ai_count,total_count,human_share,was_skipped
Thinpath_P05,17,replay_optimal,Pick up from knife,13.0,12.0,25.0,0.52,False
Thinpath_P05,17,replay_optimal,Pickup lettuce,25.0,12.0,37.0,0.6756756756756757,False
Thinpath_P05,17,replay_optimal,Pickup plate,12.0,20.0,32.0,0.375,False
Thinpath_P05,17,replay_optimal,Place on counter,23.0,0.0,23.0,1.0,False
Thinpath_P05,17,replay_optimal,Place on knife,13.0,12.0,25.0,0.52,False
Thinpath_P06,1,seed,Assemble salad,2.0,6.0,8.0,0.25,False
Thinpath_P06,1,seed,Chop,8.0,2.0,10.0,0.8,False
Thinpath_P06,1,seed,Deliver correct,2.0,3.0,5.0,0.4,False
Thinpath_P06,1,seed,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P06,1,seed,Pick up from knife,9.0,2.0,11.0,0.8181818181818182,False
Thinpath_P06,1,seed,Pickup lettuce,19.0,25.0,44.0,0.4318181818181818,False
Thinpath_P06,1,seed,Pickup plate,4.0,5.0,9.0,0.4444444444444444,False
Thinpath_P06,1,seed,Place on counter,18.0,19.0,37.0,0.4864864864864865,False
Thinpath_P06,1,seed,Place on knife,9.0,2.0,11.0,0.8181818181818182,False
Thinpath_P06,2,seed,Assemble salad,4.0,1.0,5.0,0.8,True
Thinpath_P06,2,seed,Chop,6.0,1.0,7.0,0.8571428571428571,True
Thinpath_P06,2,seed,Deliver correct,3.0,0.0,3.0,1.0,True
Thinpath_P06,2,seed,Deliver wrong,0.0,0.0,0.0,,True
Thinpath_P06,2,seed,Pick up from knife,6.0,1.0,7.0,0.8571428571428571,True
Thinpath_P06,2,seed,Pickup lettuce,13.0,4.0,17.0,0.7647058823529411,True
Thinpath_P06,2,seed,Pickup plate,6.0,0.0,6.0,1.0,True
Thinpath_P06,2,seed,Place on counter,11.0,1.0,12.0,0.9166666666666666,True
Thinpath_P06,2,seed,Place on knife,6.0,1.0,7.0,0.8571428571428571,True
Thinpath_P06,3,seed,Assemble salad,7.0,8.0,15.0,0.4666666666666667,False
Thinpath_P06,3,seed,Chop,16.0,0.0,16.0,1.0,False
Thinpath_P06,3,seed,Deliver correct,6.0,6.0,12.0,0.5,False
Thinpath_P06,3,seed,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P06,3,seed,Pick up from knife,17.0,0.0,17.0,1.0,False
Thinpath_P06,3,seed,Pickup lettuce,28.0,62.0,90.0,0.3111111111111111,False
Thinpath_P06,3,seed,Pickup plate,8.0,7.0,15.0,0.5333333333333333,False
Thinpath_P06,3,seed,Place on counter,20.0,54.0,74.0,0.2702702702702703,False
Thinpath_P06,3,seed,Place on knife,18.0,0.0,18.0,1.0,False
Thinpath_P06,4,seed,Assemble salad,2.0,6.0,8.0,0.25,False
Thinpath_P06,4,seed,Chop,4.0,6.0,10.0,0.4,False
Thinpath_P06,4,seed,Deliver correct,2.0,6.0,8.0,0.25,False
Thinpath_P06,4,seed,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P06,4,seed,Pick up from knife,6.0,6.0,12.0,0.5,False
Thinpath_P06,4,seed,Pickup lettuce,22.0,10.0,32.0,0.6875,False
Thinpath_P06,4,seed,Pickup plate,4.0,6.0,10.0,0.4,False
Thinpath_P06,4,seed,Place on counter,21.0,2.0,23.0,0.9130434782608695,False
Thinpath_P06,4,seed,Place on knife,6.0,6.0,12.0,0.5,False
Thinpath_P06,5,seed,Assemble salad,5.0,10.0,15.0,0.3333333333333333,False
Thinpath_P06,5,seed,Chop,9.0,7.0,16.0,0.5625,False
Thinpath_P06,5,seed,Deliver correct,9.0,2.0,11.0,0.8181818181818182,False
Thinpath_P06,5,seed,Deliver wrong,0.0,2.0,2.0,0.0,False
Thinpath_P06,5,seed,Pick up from knife,10.0,7.0,17.0,0.5882352941176471,False
Thinpath_P06,5,seed,Pickup lettuce,15.0,31.0,46.0,0.32608695652173914,False
Thinpath_P06,5,seed,Pickup plate,14.0,2.0,16.0,0.875,False
Thinpath_P06,5,seed,Place on counter,13.0,18.0,31.0,0.41935483870967744,False
Thinpath_P06,5,seed,Place on knife,10.0,7.0,17.0,0.5882352941176471,False
Thinpath_P06,6,bo,Assemble salad,7.0,11.0,18.0,0.3888888888888889,False
Thinpath_P06,6,bo,Chop,8.0,12.0,20.0,0.4,False
Thinpath_P06,6,bo,Deliver correct,10.0,7.0,17.0,0.5882352941176471,False
Thinpath_P06,6,bo,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P06,6,bo,Pick up from knife,9.0,11.0,20.0,0.45,False
Thinpath_P06,6,bo,Pickup lettuce,26.0,31.0,57.0,0.45614035087719296,False
Thinpath_P06,6,bo,Pickup plate,18.0,7.0,25.0,0.72,False
Thinpath_P06,6,bo,Place on counter,27.0,18.0,45.0,0.6,False
Thinpath_P06,6,bo,Place on knife,9.0,12.0,21.0,0.42857142857142855,False
Thinpath_P06,7,bo,Assemble salad,2.0,6.0,8.0,0.25,False
Thinpath_P06,7,bo,Chop,4.0,4.0,8.0,0.5,False
Thinpath_P06,7,bo,Deliver correct,6.0,2.0,8.0,0.75,False
Thinpath_P06,7,bo,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P06,7,bo,Pick up from knife,3.0,5.0,8.0,0.375,False
Thinpath_P06,7,bo,Pickup lettuce,13.0,8.0,21.0,0.6190476190476191,False
Thinpath_P06,7,bo,Pickup plate,15.0,2.0,17.0,0.8823529411764706,False
Thinpath_P06,7,bo,Place on counter,19.0,0.0,19.0,1.0,False
Thinpath_P06,7,bo,Place on knife,4.0,4.0,8.0,0.5,False
Thinpath_P06,9,bo,Assemble salad,9.0,10.0,19.0,0.47368421052631576,False
Thinpath_P06,9,bo,Chop,12.0,8.0,20.0,0.6,False
Thinpath_P06,9,bo,Deliver correct,3.0,15.0,18.0,0.16666666666666666,False
Thinpath_P06,9,bo,Deliver wrong,1.0,1.0,2.0,0.5,False
Thinpath_P06,9,bo,Pick up from knife,13.0,8.0,21.0,0.6190476190476191,False
Thinpath_P06,9,bo,Pickup lettuce,35.0,22.0,57.0,0.6140350877192983,False
Thinpath_P06,9,bo,Pickup plate,10.0,15.0,25.0,0.4,False
Thinpath_P06,9,bo,Place on counter,32.0,10.0,42.0,0.7619047619047619,False
Thinpath_P06,9,bo,Place on knife,13.0,8.0,21.0,0.6190476190476191,False
Thinpath_P06,11,bo,Assemble salad,10.0,3.0,13.0,0.7692307692307693,False
Thinpath_P06,11,bo,Chop,7.0,8.0,15.0,0.4666666666666667,False
Thinpath_P06,11,bo,Deliver correct,12.0,0.0,12.0,1.0,False
Thinpath_P06,11,bo,Deliver wrong,1.0,2.0,3.0,0.3333333333333333,False
Thinpath_P06,11,bo,Pick up from knife,7.0,8.0,15.0,0.4666666666666667,False
Thinpath_P06,11,bo,Pickup lettuce,25.0,9.0,34.0,0.7352941176470589,False
Thinpath_P06,11,bo,Pickup plate,20.0,1.0,21.0,0.9523809523809523,False
Thinpath_P06,11,bo,Place on counter,23.0,4.0,27.0,0.8518518518518519,False
Thinpath_P06,11,bo,Place on knife,7.0,8.0,15.0,0.4666666666666667,False
Thinpath_P06,12,bo,Assemble salad,11.0,6.0,17.0,0.6470588235294118,False
Thinpath_P06,12,bo,Chop,12.0,6.0,18.0,0.6666666666666666,False
Thinpath_P06,12,bo,Deliver correct,2.0,13.0,15.0,0.13333333333333333,False
Thinpath_P06,12,bo,Deliver wrong,1.0,1.0,2.0,0.5,False
Thinpath_P06,12,bo,Pick up from knife,14.0,6.0,20.0,0.7,False
Thinpath_P06,12,bo,Pickup lettuce,26.0,13.0,39.0,0.6666666666666666,False
Thinpath_P06,12,bo,Pickup plate,15.0,13.0,28.0,0.5357142857142857,False
Thinpath_P06,12,bo,Place on counter,25.0,5.0,30.0,0.8333333333333334,False
Thinpath_P06,12,bo,Place on knife,14.0,6.0,20.0,0.7,False
Thinpath_P06,13,bo_replay_best,Assemble salad,1.0,1.0,2.0,0.5,True
Thinpath_P06,13,bo_replay_best,Chop,2.0,1.0,3.0,0.6666666666666666,True
Thinpath_P06,13,bo_replay_best,Deliver correct,0.0,2.0,2.0,0.0,True
Thinpath_P06,13,bo_replay_best,Deliver wrong,0.0,0.0,0.0,,True
Thinpath_P06,13,bo_replay_best,Pick up from knife,2.0,1.0,3.0,0.6666666666666666,True
Thinpath_P06,13,bo_replay_best,Pickup lettuce,6.0,2.0,8.0,0.75,True
Thinpath_P06,13,bo_replay_best,Pickup plate,1.0,2.0,3.0,0.3333333333333333,True
Thinpath_P06,13,bo_replay_best,Place on counter,6.0,0.0,6.0,1.0,True
Thinpath_P06,13,bo_replay_best,Place on knife,2.0,1.0,3.0,0.6666666666666666,True
Thinpath_P06,14,stress,Assemble salad,9.0,5.0,14.0,0.6428571428571429,False
Thinpath_P06,14,stress,Chop,10.0,5.0,15.0,0.6666666666666666,False
Thinpath_P06,14,stress,Deliver correct,11.0,3.0,14.0,0.7857142857142857,False
Thinpath_P06,14,stress,Deliver wrong,0.0,1.0,1.0,0.0,False
Thinpath_P06,14,stress,Pick up from knife,12.0,5.0,17.0,0.7058823529411765,False
Thinpath_P06,14,stress,Pickup lettuce,31.0,8.0,39.0,0.7948717948717948,False
Thinpath_P06,14,stress,Pickup plate,16.0,3.0,19.0,0.8421052631578947,False
Thinpath_P06,14,stress,Place on counter,25.0,0.0,25.0,1.0,False
Thinpath_P06,14,stress,Place on knife,12.0,5.0,17.0,0.7058823529411765,False
Thinpath_P06,15,stress,Assemble salad,5.0,11.0,16.0,0.3125,False
Thinpath_P06,15,stress,Chop,7.0,11.0,18.0,0.3888888888888889,False
Thinpath_P06,15,stress,Deliver correct,4.0,11.0,15.0,0.26666666666666666,False
Thinpath_P06,15,stress,Deliver wrong,2.0,2.0,4.0,0.5,False
Thinpath_P06,15,stress,Pick up from knife,8.0,11.0,19.0,0.42105263157894735,False
Thinpath_P06,15,stress,Pickup lettuce,27.0,14.0,41.0,0.6585365853658537,False
Thinpath_P06,15,stress,Pickup plate,21.0,12.0,33.0,0.6363636363636364,False
Thinpath_P06,15,stress,Place on counter,38.0,0.0,38.0,1.0,False
Thinpath_P06,15,stress,Place on knife,8.0,11.0,19.0,0.42105263157894735,False
Thinpath_P06,16,stress,Assemble salad,7.0,9.0,16.0,0.4375,False
Thinpath_P06,16,stress,Chop,8.0,8.0,16.0,0.5,False
Thinpath_P06,16,stress,Deliver correct,2.0,12.0,14.0,0.14285714285714285,False
Thinpath_P06,16,stress,Deliver wrong,0.0,3.0,3.0,0.0,False
Thinpath_P06,16,stress,Pick up from knife,9.0,8.0,17.0,0.5294117647058824,False
Thinpath_P06,16,stress,Pickup lettuce,31.0,12.0,43.0,0.7209302325581395,False
Thinpath_P06,16,stress,Pickup plate,25.0,13.0,38.0,0.6578947368421053,False
Thinpath_P06,16,stress,Place on counter,50.0,0.0,50.0,1.0,False
Thinpath_P06,16,stress,Place on knife,10.0,8.0,18.0,0.5555555555555556,False
Thinpath_P06,17,replay_optimal,Assemble salad,6.0,7.0,13.0,0.46153846153846156,False
Thinpath_P06,17,replay_optimal,Chop,7.0,7.0,14.0,0.5,False
Thinpath_P06,17,replay_optimal,Deliver correct,10.0,3.0,13.0,0.7692307692307693,False
Thinpath_P06,17,replay_optimal,Deliver wrong,0.0,5.0,5.0,0.0,False
Thinpath_P06,17,replay_optimal,Pick up from knife,8.0,7.0,15.0,0.5333333333333333,False
Thinpath_P06,17,replay_optimal,Pickup lettuce,21.0,12.0,33.0,0.6363636363636364,False
Thinpath_P06,17,replay_optimal,Pickup plate,22.0,5.0,27.0,0.8148148148148148,False
Thinpath_P06,17,replay_optimal,Place on counter,30.0,1.0,31.0,0.967741935483871,False
Thinpath_P06,17,replay_optimal,Place on knife,8.0,7.0,15.0,0.5333333333333333,False
